,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
9696,-1.040148946095241,0,0,-0.6600184841162697,1.0877676861577346,0.3370209407216461,0.0,0.646091668153197,0.9702425509371355,1.722356183496077,0
509,-0.5331569362565998,0,0,-0.18325053060976135,-1.0862458766637593,-1.2258476714090278,0.0,0.646091668153197,0.9702425509371355,0.7590133660230155,0
621,0.05660927926998263,0,0,0.10281024149414371,1.812438873764899,1.4647593179370155,0.0,-1.5477679860172513,0.9702425509371355,0.9006966837070802,0
7681,-0.09859235639490747,0,0,-0.5646648934149681,-1.0862458766637593,1.1172130657172852,0.0,0.646091668153197,0.9702425509371355,-0.7702181384190249,1
4265,0.6049883919525944,0,0,-0.6600184841162697,-0.3615746890565946,1.1350722333551793,0.0,-1.5477679860172513,0.9702425509371355,-1.0299277338029056,0
5922,-0.9884150675402774,0,0,0.48422460429935044,-0.7239102828601769,0.4693508482824368,0.0,0.646091668153197,-1.0306701134001208,-0.6878441812129436,1
619,0.2325044663568581,0,0,-0.18325053060976135,1.0877676861577346,-1.2258476714090278,0.0,0.646091668153197,0.9702425509371355,1.447261321903073,0
6894,0.4083996534437335,0,0,-1.23214002832408,1.0877676861577346,0.6383972594568104,0.0,0.646091668153197,0.9702425509371355,-0.2927819077644397,0
6789,0.18077058780189473,0,0,0.6749317857019538,-1.8109170642709238,-1.2258476714090278,0.0,-1.5477679860172513,-1.0306701134001208,-1.229440955779649,0
824,-0.5228101605456071,0,0,-0.27860412131106305,-0.3615746890565946,-1.2258476714090278,0.0,0.646091668153197,-1.0306701134001208,0.7572061271732415,0
5802,-1.567834507355867,0,0,-0.3739577120123647,1.812438873764899,-1.2258476714090278,0.0,0.646091668153197,-1.0306701134001208,-1.5540150018267216,0
1228,0.08764960640296066,0,0,-0.08789693990845966,-0.7239102828601769,-1.2258476714090278,0.0,0.646091668153197,-1.0306701134001208,1.0166107194836593,0
4705,-1.2160441331821163,0,0,-1.6135543911292867,1.812438873764899,0.6291876019110979,0.0,-1.5477679860172513,-1.0306701134001208,-0.9779259270074859,0
815,0.9774723175483306,0,0,-1.3274936190253817,0.0007609047469876803,1.3063257376862274,0.0,0.646091668153197,-1.0306701134001208,0.7990456280300857,0
2559,-0.8642537590083653,0,0,0.10281024149414371,-1.0862458766637593,0.46057055698222066,0.0,0.646091668153197,-1.0306701134001208,-0.1094529765820895,0
1661,0.4083996534437335,0,0,-0.6600184841162697,-1.8109170642709238,0.4839807137626196,0.0,0.646091668153197,0.9702425509371355,0.6577606923536055,0
7400,1.153367504635206,0,0,-0.3739577120123647,-1.4485814704673414,0.656672651110962,0.0,-1.5477679860172513,0.9702425509371355,1.3610586545079881,1
5288,-0.7090521233434752,0,0,-0.8507256655188732,-1.0862458766637593,-1.2258476714090278,0.0,0.646091668153197,0.9702425509371355,0.5553996437752713,0
6725,-0.4917698334126291,0,0,0.10281024149414371,1.0877676861577346,1.1605410722645073,0.0,-1.5477679860172513,-1.0306701134001208,0.08629570061848252,0
7768,-0.5124633848346144,0,0,-1.80426157253189,1.450103279961317,0.7366174726548584,0.0,0.646091668153197,-1.0306701134001208,-0.23124484239812287,0
5614,-1.4333264231129623,0,0,0.6749317857019538,-0.7239102828601769,-1.2258476714090278,0.0,0.646091668153197,0.9702425509371355,-0.7595880683598014,0
9758,-0.9780682918292848,0,0,0.38887101359804876,-0.3615746890565946,0.7918165984397362,0.0,0.646091668153197,0.9702425509371355,-0.43881612733055836,0
3566,0.9878190932593233,0,0,-1.3274936190253817,-0.7239102828601769,0.45433488975059255,0.0,-1.5477679860172513,-1.0306701134001208,-0.49000360722003267,0
3214,-0.812519880453402,0,0,-0.5646648934149681,1.450103279961317,-0.13289949959722905,0.0,0.646091668153197,-1.0306701134001208,-1.3927186301769139,0
8823,0.25319801777884343,0,0,1.0563461485071606,0.0007609047469876803,0.9090419175568653,0.0,-1.5477679860172513,0.9702425509371355,-1.5966611784291729,0
315,-1.826503900130684,0,0,-0.18325053060976135,-0.7239102828601769,-1.2258476714090278,0.0,-1.5477679860172513,-1.0306701134001208,-0.7462475747509366,0
606,0.5015206348426676,0,0,1.3424069206110656,-0.3615746890565946,-1.2258476714090278,0.0,-1.5477679860172513,0.9702425509371355,0.1950652915396976,0
2812,-0.5538504876785851,0,0,-1.0414328469214764,0.0007609047469876803,-1.2258476714090278,0.0,0.646091668153197,0.9702425509371355,-0.37181630737310917,0
6600,-1.505753853089911,0,0,-0.27860412131106305,-1.0862458766637593,0.05555013087950765,0.0,-1.5477679860172513,0.9702425509371355,1.2873585047747784,1
8162,-0.30552787061476094,0,0,-1.1367864376227783,-0.3615746890565946,0.9699252177586066,0.0,0.646091668153197,-1.0306701134001208,-1.3708823924630371,0
4380,-2.1989878257264204,0,0,1.9145284648188758,0.7254320923541523,0.8127547339545368,0.0,0.646091668153197,-1.0306701134001208,-0.8437883923165006,1
2718,1.4223836731210155,0,0,0.0074566507928420294,-0.7239102828601769,0.9400450774155173,0.0,-1.5477679860172513,0.9702425509371355,0.22598467380451484,0
896,0.6981093733515285,0,0,-0.3739577120123647,1.0877676861577346,-1.2258476714090278,0.0,0.646091668153197,-1.0306701134001208,-0.09162942468533729,0
668,0.4601335319986969,0,0,0.6749317857019538,-0.7239102828601769,0.7382687456773855,0.0,0.646091668153197,0.9702425509371355,-0.7615059012544568,0
3721,0.8326174575944332,0,0,0.1981638321954454,1.450103279961317,1.2141765933121462,0.0,0.646091668153197,0.9702425509371355,-0.19661134345936027,0
9455,0.3980528777327409,0,0,1.533114102013669,-0.3615746890565946,-1.2258476714090278,0.0,0.646091668153197,0.9702425509371355,-0.7242169280084785,0
134,1.4327304488320083,0,0,0.0074566507928420294,0.7254320923541523,0.7747916418163288,0.0,0.646091668153197,0.9702425509371355,0.42291510749725103,0
4339,-0.9470279646963067,0,0,0.38887101359804876,-1.4485814704673414,-1.2258476714090278,0.0,0.646091668153197,0.9702425509371355,1.6790059262525467,0
4242,-1.2884715631590649,0,0,1.0563461485071606,0.0007609047469876803,0.7652519860998519,0.0,-1.5477679860172513,0.9702425509371355,1.0323263767073665,1
5349,0.3463189991777775,0,0,-0.6600184841162697,-0.7239102828601769,0.4190165911111463,0.0,0.646091668153197,0.9702425509371355,0.47547144952714854,0
8751,-0.781479553320424,0,0,-0.8507256655188732,1.0877676861577346,-1.2258476714090278,0.0,0.646091668153197,-1.0306701134001208,1.4824364882157455,0
1650,-0.26414076777079026,0,0,-0.4693113027136664,0.36309649855056997,-1.2258476714090278,0.0,-1.5477679860172513,-1.0306701134001208,1.6900884581117428,0
6378,-0.9159876375633287,0,0,-0.18325053060976135,-1.0862458766637593,-1.2258476714090278,0.0,-1.5477679860172513,0.9702425509371355,-0.82710938445027,1
4031,0.3877061020217482,0,0,-0.18325053060976135,0.7254320923541523,0.9884963095706312,0.0,0.646091668153197,0.9702425509371355,0.24059543391945054,0
1112,0.4083996534437335,0,0,0.2935174228967471,-0.7239102828601769,0.25791225344529545,0.0,-1.5477679860172513,-1.0306701134001208,-0.5091436803648975,0
8196,-0.6469714690775192,0,0,-0.8507256655188732,-0.7239102828601769,0.6173833157172544,0.0,-1.5477679860172513,-1.0306701134001208,1.3349233341343447,0
6456,-0.46072950627965104,0,0,-0.7553720748175714,1.812438873764899,-1.2258476714090278,0.0,0.646091668153197,-1.0306701134001208,1.6540271483199547,0
2674,1.5879320844968983,0,0,-1.3274936190253817,0.7254320923541523,0.5114375552509469,0.0,0.646091668153197,-1.0306701134001208,0.49013872389457885,0
1247,-1.4333264231129623,0,0,-1.4228472097266833,0.36309649855056997,-1.2258476714090278,0.0,0.646091668153197,-1.0306701134001208,-1.0856984326246886,0
1133,-0.9470279646963067,0,0,-0.4693113027136664,-0.3615746890565946,-1.2258476714090278,0.0,0.646091668153197,0.9702425509371355,-0.5802406966832019,0
626,-2.31280235854734,0,0,-0.9460792562201749,-1.4485814704673414,1.0391924588592532,0.0,0.646091668153197,0.9702425509371355,-0.10869759838874618,0
9680,-0.6262779176555339,0,0,-0.27860412131106305,-1.4485814704673414,-1.2258476714090278,0.0,0.646091668153197,-1.0306701134001208,-0.8905498498406054,0
6754,-0.2434472163488049,0,0,-1.0414328469214764,-0.7239102828601769,1.2999863750604836,0.0,-1.5477679860172513,0.9702425509371355,-1.1475526733650059,0
4835,-0.9263344132743214,0,0,-0.4693113027136664,-0.3615746890565946,0.1387290627137636,0.0,0.646091668153197,0.9702425509371355,-1.2324083887606352,0
1915,-1.5264474045118965,0,0,-1.3274936190253817,0.7254320923541523,-1.2258476714090278,0.0,-1.5477679860172513,0.9702425509371355,1.6128452994721405,0
559,2.063883767202561,0,0,2.9634179625331942,0.0007609047469876803,-1.2258476714090278,0.0,0.646091668153197,0.9702425509371355,-1.7282068825557517,0
4428,-0.5021166091236218,0,0,-0.3739577120123647,0.0007609047469876803,-1.2258476714090278,0.0,0.646091668153197,-1.0306701134001208,-1.200540436503947,0
6535,0.01522217642601194,0,0,-0.27860412131106305,0.36309649855056997,0.5775019389234481,0.0,-1.5477679860172513,0.9702425509371355,0.17964698622911587,0
130,1.1119804017912354,0,0,-0.4693113027136664,-0.7239102828601769,-1.2258476714090278,0.0,0.646091668153197,0.9702425509371355,0.4196995334753119,0
225,0.20146413922388007,0,0,-0.18325053060976135,0.0007609047469876803,1.507702513601283,0.0,0.646091668153197,-1.0306701134001208,1.7069502243760404,0
4911,-2.5197378727671933,0,0,-0.18325053060976135,-1.4485814704673414,-1.2258476714090278,0.0,0.646091668153197,0.9702425509371355,-0.8856065047024003,1
2485,1.0602465232362719,0,0,-0.08789693990845966,0.0007609047469876803,1.0542241239577488,0.0,-1.5477679860172513,0.9702425509371355,-1.153930784956543,0
7288,-0.8228666561643946,0,0,-0.8507256655188732,-0.3615746890565946,0.14857082943164435,0.0,0.646091668153197,-1.0306701134001208,0.7829521078196992,0
9984,-0.5021166091236218,0,0,-0.3739577120123647,0.7254320923541523,0.22624717399205532,0.0,0.646091668153197,0.9702425509371355,-0.841537733947154,0
3550,-0.036511702128951426,0,0,1.1516997392084622,-0.3615746890565946,0.8762159946112285,0.0,0.646091668153197,-1.0306701134001208,-1.2208227931092335,0
1043,-0.7400924504764532,0,0,-0.3739577120123647,-1.4485814704673414,-1.2258476714090278,0.0,0.646091668153197,-1.0306701134001208,-1.662910836893509,0
875,-1.5471409559338818,0,0,0.0074566507928420294,1.450103279961317,0.6541587990913234,0.0,-1.5477679860172513,-1.0306701134001208,1.4247801261507274,0
339,0.6774158219295431,0,0,0.0074566507928420294,1.812438873764899,0.6220989719476547,0.0,0.646091668153197,-1.0306701134001208,-0.9835712661066778,1
2663,-1.1229231517831821,0,0,-0.6600184841162697,-1.0862458766637593,0.8888642683559431,0.0,-1.5477679860172513,0.9702425509371355,1.0372072953328157,0
235,1.1637142803461988,0,0,0.2935174228967471,0.36309649855056997,0.37943956911397964,0.0,0.646091668153197,-1.0306701134001208,-1.1585821687718605,1
